2011,03,17,20,28,41,18.17
2011,03,17,20,29,06,18.44
2011,03,17,20,45,01,17.95
2011,03,17,21,00,01,18.14
2011,03,17,21,15,01,17.14
2011,03,17,21,30,01,18.40
2011,03,17,21,45,01,16.83
2011,03,17,22,00,01,18.41
2011,03,17,22,15,01,18.12
2011,03,17,22,30,01,18.18
2011,03,17,22,45,01,16.83
2011,03,17,23,00,01,18.47
2011,03,17,23,15,01,18.36
2011,03,17,23,30,01,18.40
2011,03,17,23,45,01,18.43
2011,03,18,00,00,01,18.47
2011,03,18,00,15,01,18.48
2011,03,18,00,30,01,18.53
2011,03,18,00,45,01,18.47
2011,03,18,01,00,01,18.53
2011,03,18,01,15,01,18.34
2011,03,18,01,30,01,19.11
2011,03,18,01,45,01,18.63
2011,03,18,02,00,01,18.43
2011,03,18,02,15,01,19.16
2011,03,18,02,30,01,19.09
2011,03,18,02,45,01,20.07
2011,03,18,03,00,01,19.07
2011,03,18,03,15,01,21.17
2011,03,18,03,30,01,19.24
2011,03,18,03,45,01,19.61
2011,03,18,17,00,01,17.70
2011,03,18,17,15,01,16.34
2011,03,18,17,30,01,16.96
2011,03,18,17,45,01,18.06
2011,03,18,18,00,01,17.55
2011,03,18,18,15,01,17.29
2011,03,18,18,30,01,18.03
2011,03,18,18,45,01,18.34
2011,03,18,19,00,01,17.86
2011,03,18,19,15,01,18.08
2011,03,18,19,30,01,17.24
2011,03,18,19,45,01,16.49
2011,03,18,20,00,01,16.39
2011,03,18,20,15,01,16.27
2011,03,18,20,30,01,17.34
2011,03,18,20,45,01,17.55
2011,03,18,21,00,01,17.39
2011,03,18,21,15,01,17.55
2011,03,18,21,30,01,17.08
2011,03,18,21,45,01,16.58
2011,03,18,22,00,01,16.23
2011,03,18,22,15,01,15.70
2011,03,18,22,30,01,15.62
2011,03,18,22,45,01,16.36
2011,03,18,23,00,01,15.65
2011,03,18,23,15,01,17.54
2011,03,18,23,30,01,17.99
2011,03,18,23,45,01,16.37
2011,03,19,00,00,01,16.36
2011,03,19,00,15,01,16.39
2011,03,19,00,30,01,17.12
2011,03,19,00,45,01,17.66
2011,03,19,01,00,01,17.78
2011,03,19,01,15,01,17.82
2011,03,19,01,30,01,17.99
2011,03,19,01,45,01,15.71
2011,03,19,02,00,01,18.04
2011,03,19,02,15,01,16.29
2011,03,19,02,30,01,17.35
2011,03,19,02,45,01,17.35
2011,03,19,03,00,02,17.99
2011,03,19,03,15,01,18.44
2011,03,19,03,30,01,18.58
2011,03,19,03,45,02,18.51
2011,03,19,16,45,01,6.85
2011,03,19,17,00,01,16.78
2011,03,19,17,15,01,15.67
2011,03,19,17,30,01,16.32
2011,03,19,17,45,01,18.30
2011,03,19,18,00,01,17.85
2011,03,19,18,15,01,16.82
2011,03,19,18,30,01,16.81
2011,03,19,18,45,01,17.96
2011,03,19,19,00,01,18.05
2011,03,19,19,15,01,18.14
2011,03,19,19,30,01,16.65
2011,03,19,19,45,01,18.12
2011,03,19,20,00,01,17.92
2011,03,19,20,15,01,18.08
2011,03,19,20,30,01,17.55
2011,03,19,20,45,01,17.95
2011,03,19,21,00,01,17.12
2011,03,19,21,15,01,17.26
2011,03,19,21,30,01,16.81
2011,03,19,21,45,01,16.42
2011,03,19,22,00,01,15.62
2011,03,19,22,15,01,17.11
2011,03,19,22,30,01,17.72
2011,03,19,22,45,01,15.74
2011,03,19,23,00,01,15.70
2011,03,19,23,15,01,13.96
2011,03,19,23,30,01,17.12
2011,03,19,23,45,01,16.24
2011,03,20,00,00,01,16.44
2011,03,20,00,15,01,17.53
2011,03,20,00,30,01,16.12
2011,03,20,00,45,01,16.59
2011,03,20,01,00,01,16.83
2011,03,20,01,15,01,17.48
2011,03,20,01,30,01,16.43
2011,03,20,01,45,01,17.56
2011,03,20,02,00,01,17.98
2011,03,20,02,15,01,18.09
2011,03,20,02,30,01,18.25
2011,03,20,02,45,01,18.24
2011,03,20,03,00,01,18.27
2011,03,20,03,15,01,18.32
2011,03,20,03,30,01,18.30
2011,03,20,03,45,01,18.22
2011,03,20,04,00,01,17.04
2011,03,20,04,15,01,13.49
2011,03,20,04,30,01,6.85
2011,03,20,04,45,01,15.81
2011,03,20,16,45,01,6.85
2011,03,20,17,00,01,14.85
2011,03,20,17,15,02,15.80
2011,03,20,17,30,01,15.75
2011,03,20,17,45,01,19.46
2011,03,20,18,00,01,19.27
2011,03,20,18,15,01,17.36
2011,03,20,18,30,01,18.77
2011,03,20,18,45,02,18.70
2011,03,20,19,00,01,18.59
2011,03,20,19,15,01,18.56
2011,03,20,19,30,01,18.55
2011,03,20,19,45,01,18.30
2011,03,20,20,00,01,18.22
2011,03,20,20,15,02,17.99
2011,03,20,20,30,01,17.73
2011,03,20,20,45,01,18.00
2011,03,20,21,00,01,18.65
2011,03,20,21,15,01,18.47
2011,03,20,21,30,01,17.96
2011,03,20,21,45,01,17.27
2011,03,20,22,00,01,17.42
2011,03,20,22,15,01,16.83
2011,03,20,22,30,01,15.91
2011,03,20,22,45,01,16.83
2011,03,20,23,00,01,16.79
2011,03,20,23,15,01,16.44
2011,03,20,23,30,01,15.75
2011,03,20,23,45,01,16.54
2011,03,21,00,00,01,16.36
2011,03,21,00,15,01,16.81
2011,03,21,00,30,01,16.83
2011,03,21,00,45,01,18.07
2011,03,21,01,00,01,17.09
2011,03,21,01,15,01,15.34
2011,03,21,01,30,01,15.81
2011,03,21,01,45,01,16.39
2011,03,21,02,00,01,17.22
2011,03,21,02,15,01,17.50
